"Collaborators","Count","Abstract"
"Emory University",7,"chronic inflammation in the colorectum, a significant contributor to colorectalcarcinogenesis, can be triggered by the activation of proinflammatory signalingpathways such as those initiated by toll-like receptors (tlr) and nuclear factorîºb (nf-îºb). although experimental evidence supports calcium and vitamin dpotentially modifying these proinflammatory pathways in the colorectum, humandata in these regards are scarce. we investigated supplemental calcium (1,200 mgdaily) and/or vitamin d3 (1,000 iu daily) effects on inflammatory signalingpathway-related biomarkers in a subset of 105 participants from a colorectaladenoma recurrence chemoprevention clinical trial. we assessed expression of tlr4and tlr5, which recognize the bacterial components lipopolysaccharides andflagellin, respectively, and phospho-ikkî±/î² (pikkî±/î²), a biomarker ofinflammation, in the normal-appearing rectal crypt epithelium and stroma usingstandardized, automated immunohistochemistry and quantitative image analysis.following 1 year of treatment, tlr4, tlr5, and pikkî±/î² expression in the rectalmucosa did not statistically significantly change with vitamin d or calciumsupplementation, taken alone or in combination. several baseline participantcharacteristics, including body mass index, history of sessile serrated adenomas,high red/processed meat intake, and high levels of rectal epithelial cellproliferation (as measured by mib-1/ki-67), were associated with higher baselineexpression of tlrs or pikkî±/î². our findings suggest that vitamin d and calciummay have no substantial effect on the investigated biomarkers. however, severalmodifiable lifestyle factors may be associated with tlrs and pikkî±/î² expressionin the normal rectal mucosa, supporting their future investigation as potentiallytreatable, preneoplastic risk factors for colorectal neoplasms. cancer prev res;11(11); 1-10. â©2018 aacr."
"Emory University",7,"purpose the us national cancer institute (nci) patient-reported outcomes versionof the common terminology criteria for adverse events (pro-ctcae) was developedto enable patient reporting of symptomatic adverse events in oncology clinicalresearch. this study was designed to assess the feasibility and resourcerequirements associated with implementing pro-ctcae in a multicenter trial.methods patients with locally advanced rectal cancer enrolled in the nationalcancer institute-sponsored north central cancer treatment group (alliance)preoperative radiation or selective preoperative radiation and evaluation beforechemotherapy and total mesorectal excision trial were asked to self-report 30pro-ctcae items weekly from home during preoperative therapy, and every 6 monthsafter surgery, via either the web or an automated telephone system. ifparticipants did not self-report within 3 days, a central coordinator called themto complete the items. compliance was defined as the proportion of participantswho completed pro-ctcae assessments at expected time points. results theprespecified pro-ctcae analysis was conducted after the 500th patient completedthe 6-month follow-up (median age, 56 years; 33% female; 12% nonwhite; 43% highschool education or less; 5% spanish speaking), across 165 sites. pro-ctcae wasreported by participants at 4,491 of 4,882 expected preoperative time points(92.0% compliance), of which 3,771 (77.2%) were self-reported by participants and720 (14.7%) were collected via central coordinator backup. compliance at 6-monthpost-treatment follow-up was 333 of 468 (71.2%), with 122 (26.1%) via backup.site research associates spent a median of 15 minutes on pro-ctcae work for eachpatient visit. work by a central coordinator required a 50% time commitment.conclusion home-based reporting of pro-ctcae in a multicenter trial is feasible,with high patient compliance and low site administrative requirements. pro-ctcaedata capture is improved through centralized backup calls."
"Johns Hopkins University",7,"objectives: to analyze self-reported changes in physical function in older womenwith breast cancer receiving adjuvant chemotherapy.design: secondary analysis of the cancer and leukemia group b (calgb) 49907prospective randomized clinical trial.setting: calgb institutions in the united states.participants: women aged 65 and older with stage i to iii breast cancer enrolledin calgb 49907 who had physical function data from before and after receipt ofadjuvant chemotherapy (n=256; mean age 71.5, range 65-85).measurements: participants were administered the physical function subscale ofthe european organization for research and treatment of cancer quality of lifequestionnaire before chemotherapy, at the end of chemotherapy, and 12 monthsafter chemotherapy initiation. functional decline was defined as a more than10-point decrease from baseline at each time point. resilience was defined asreturn to within 10 points of baseline. multivariable regression was used toexamine pretreatment characteristics associated with physical function changes.results: of 42% of participants who had physical function decline from before tothe end of chemotherapy, 47% recovered by 12 months (were resilient). almostone-third experienced functional decline from before chemotherapy to 12 monthslater. pretreatment fatigue was a risk factor for functional decline from beforeto the end of chemotherapy (p=.02). risk factors for functional decline at 12months included pretreatment dyspnea (p=.007) and being unmarried (p=.01).conclusion: functional decline was common in older women receiving adjuvantchemotherapy for breast cancer in a clinical trial. although half recovered theirphysical function, one-third had a clinically meaningful decline at 12 months.strategies are needed to prevent functional decline in older adults receivingchemotherapy."
"Johns Hopkins University",7,"erratum inneurol clin pract. 2018 aug;8(4):278."
"Johns Hopkins University",7,"purpose: to estimate the radiobiological parameters of three popular ntcp models,which describe the dose-response relations of carotid blowout syndrome (cbos)after stereotactic body radiotherapy (sbrt). to evaluate the goodness-of-fit andthe correlation of those models with cbos.methods: the study included 61 patients with inoperable locally recurrent headand neck cancer treated with sbrt using cyberknife (accuray, sunnyvale, ca) atthe department of radiation oncology, hacettepe university, ankara, turkeybetween june 2007 and march 2011. the dose-volume histograms of the internalcarotid were exported from the plans of all the patients. the follow-up resultsregarding the end point of carotid blowout syndrome were collectedretrospectively. initially, univariable analyses (wilcoxon rank-sum or chi-squaretests) and a multivariate logistic regression analysis were performed between theoutcome data and a list of clinical and treatment factors to identify significantcorrelations. additionally, the lyman-kutcher-burman (lkb), relative seriality(rs), and logit ntcp models were used to fit the clinical data. the fitting ofthe different models was assessed through the area under the receiver operatingcharacteristic curve (auc), akaike information criterion (aic), and odds ratiomethods.results: the clinical/treatment factors that were found to have a significant orclose to significant correlations with acute cbos were age at the time of ck(p-valueâ =â 0.03), maximum carotid dose (p-valueâ =â 0.06), and ck prescription dose(p-valueâ =â 0.08). using dmax , physical dvh, and eqd2â gy -dvh as the dosimetricmetrics in the ntcp models, the derived lkb model parameters were: (a) d50=â 45.8â gy, mâ =â 0.24, nâ =â n/a; (b) d50 â =â 44.8â gy, mâ =â 0.28, nâ =â 0.01; and (c)d50 â =â 115.8â gy, mâ =â 0.45, nâ =â 0.01, respectively. the auc values for thedosimetric metrics were 0.70, 0.68, and 0.61, respectively. the differences inaic between the different models were less than 2 and ranged within â±0.9.conclusion: the maximum dose to the internal carotid less than 34â gy appears tosignificantly reduce the risk for cbos. age at the time of ck, maximum carotiddose, and ck prescription dose were also found to correlate with cbos. the valuesof the parameters of three ntcp models were determined for this endpoint. athreshold of geud <34.5â gy appears to be significantly associated with lowerrisks of cbos."
"Johns Hopkins University",7,"objective: to evaluate blue-light flexible cystoscopy (blfc) withhexaminolevulinate in the office surveillance of patients withnon-muscle-invasive bladder cancer with a high risk of recurrence by assessingits impact on pain, anxiety, subjective value of the test and patient willingnessto pay.materials and methods: a prospective, multicentre, phase iii study was conductedduring which the patient-reported outcomes measurement information system(promis) anxiety, pain and 'was it worth it' questionnaires were administered atbaseline, after surveillance with blfc and after resection for those referred tothe operating room. comparisons of scores were performed between groups.results: a total of 304 patients were enrolled, of whom 103 were referred forsurgical examination. of these, 63 were found to have histologically confirmedmalignancy. pain levels were low throughout the study. anxiety levels decreasedafter blfc (âˆ† = -2.6), with a greater decrease among those with negativepathology results (p = 0.051). no differences in anxiety were noted based ongender, blfc results, or test performance (true-positive/false-positive). mostpatients found blfc 'worthwhile' (94%), would 'do it again' (94%) and 'wouldrecommend it to others' (91%), with no differences based on blfc results or testperformance. most patients undergoing blfc (76%) were willing to pay out ofpocket.conclusions: anxiety decreased after blfc in patients with negative pathology,including patients with false-positive results. most of the patients undergoingblfc were willing to pay out of pocket, found the procedure worthwhile and wouldrecommend it to others, irrespective of whether they had a positive blfc resultor whether this was false-positive after surgery."
"Johns Hopkins University",7,"background: cancer causes significant morbidity and mortality among hiv patientsin the us due to extended life expectancy with access to effective antiretroviraltherapy. low, detectable hiv rna has been studied as a risk factor for adversehealth outcomes, but its clinical impact on cancer risk remains unclear. theobjective of this study was to determine whether hiv rna <1,000 copies/ml sixmonths after starting therapy was associated with 10-year first cancer risk.methods: we followed 7,515 hiv therapy initiators from a us-based multicenterclinical cohort from 1998 to 2014. we used nonparametric multiple imputation toaccount for viral loads that fell below assay detection limits, and categorizedviral loads six months after therapy initiation into four groups: <20, 20-199,200-999, and >999 copies/ml. we calculated estimates of the cumulative incidenceof cancer diagnosis, accounting for death as a competing event. inverseprobability of exposure and censoring weights were used to control forconfounding and differential loss to follow up, respectively.results: crude 10-year first cancer risk in the study sample was 7.03% (95% ci:6.08%, 7.98%), with the highest risk observed among patients with viral loadsbetween 200 and 999 copies/ml six months after art initiation (10.7%). aftercontrolling for baseline confounders, 10-year first cancer risk was 6.90% (95%ci: 5.69%, 8.12%), and was similar across viral load categories.conclusion: overall risk of first cancer was not associated with incomplete viralsuppression; however, cancer remains a significant threat to hiv patients aftertreatment initiation. as more hiv patients gain access to treatment in thecurrent ""treat all"" era, occurrences of incomplete viral suppression will beobserved more frequently in clinical practice, which supports continued study ofthe role of low-level hiv rna on cancer development."
"Johns Hopkins University",7,"background: cancer causes significant morbidity and mortality among hiv patientsin the us due to extended life expectancy with access to effective antiretroviraltherapy. low, detectable hiv rna has been studied as a risk factor for adversehealth outcomes, but its clinical impact on cancer risk remains unclear. theobjective of this study was to determine whether hiv rna <1,000 copies/ml sixmonths after starting therapy was associated with 10-year first cancer risk.methods: we followed 7,515 hiv therapy initiators from a us-based multicenterclinical cohort from 1998 to 2014. we used nonparametric multiple imputation toaccount for viral loads that fell below assay detection limits, and categorizedviral loads six months after therapy initiation into four groups: <20, 20-199,200-999, and >999 copies/ml. we calculated estimates of the cumulative incidenceof cancer diagnosis, accounting for death as a competing event. inverseprobability of exposure and censoring weights were used to control forconfounding and differential loss to follow up, respectively.results: crude 10-year first cancer risk in the study sample was 7.03% (95% ci:6.08%, 7.98%), with the highest risk observed among patients with viral loadsbetween 200 and 999 copies/ml six months after art initiation (10.7%). aftercontrolling for baseline confounders, 10-year first cancer risk was 6.90% (95%ci: 5.69%, 8.12%), and was similar across viral load categories.conclusion: overall risk of first cancer was not associated with incomplete viralsuppression; however, cancer remains a significant threat to hiv patients aftertreatment initiation. as more hiv patients gain access to treatment in thecurrent ""treat all"" era, occurrences of incomplete viral suppression will beobserved more frequently in clinical practice, which supports continued study ofthe role of low-level hiv rna on cancer development."
"Johns Hopkins University",7,"social media may provide new opportunities to promote skin cancer prevention, butresearch to understand this potential is needed. in april of 2015, kentuckynative tawny willoughby (tw) shared a graphic skin cancer selfie on facebook thatsubsequently went viral. we examined the volume of comments and shares of heroriginal facebook post; news volume of skin cancer from google news; and searchvolume for skin cancer google queries. we compared these latter metrics after twsannouncement against expected volumes based on forecasts of historical trends.tws skin cancer story was picked up by the media on may 11, 2015 after the socialmedia post had been shared approximately 50,000 times. all search queries forskin cancer increased 162% (95% ci 102 to 320) and 155% (95% ci 107 to 353) onmay 13th and 14th, when news about tw's skin cancer selfie was at its peak, andremained higher through may 17th. google searches about skin cancer preventionand tanning were also significantly higher than expected volumes. in practicalterms, searches reached near-record levels - i.e., may 13th, 14th and 15th wererespectively the 6th, 8th, and 40th most searched days for skin cancer sincejanuary 1, 2004 when google began tracking searches. we conclude that an ordinaryperson's social media post caught the public's imagination and led to significantincreases in public engagement with skin cancer prevention. digital surveillancemethods can rapidly detect these events in near real time, allowing public healthpractitioners to engage and potentially elevate positive effects."
"Johns Hopkins University",7,"hpv vaccination rates in florida are low. to increase rates, the cdc recommendsclinics adhere to components of their evidence-based quality improvement program,afix (assessment, feedback, incentives, and exchange of information). we exploredfactors associated with engaging in hpv-specific afix-related activities. in2016, we conducted a cross-sectional survey of a representative sample of 770pediatric and family medicine physicians in florida and assessed vaccinationpractices, clinic characteristics, and hpv-related knowledge. data were analyzedin 2017. the primary outcome was whether physicians' clinics engaged in â‰¥1 afixactivity. we stratified by physician specialty and developed multivariable modelsusing a backward selection approach. of the participants in the analytic sample(nâ€¯=â€¯340), 52% were male, 60% were white of any ethnicity, and 55% werenon-hispanic. pediatricians and family medicine physicians differed on: yearspracticing medicine (pâ€¯<â€¯0.001), hpv-related knowledge (pâ€¯<â€¯0.001), and vfcprovider status (pâ€¯<â€¯0.001), among others. only 39% of physicians reportedengaging in â‰¥1 afix activity. in the stratified multivariable model forpediatricians, afix activity was significantly associated with hpv-relatedknowledge (aorâ€¯=â€¯1.33;95%ciâ€¯=â€¯1.08-1.63) and provider use of vaccine reminderprompts (aorâ€¯=â€¯3.61;95%ciâ€¯=â€¯1.02-12.77). for family medicine physicians,hpv-related knowledge was significant (aorâ€¯=â€¯1.57;95%ciâ€¯=â€¯1.20-2.05) as wasmajority race of patient population (non-hispanic white vs. other:aorâ€¯=â€¯3.02;95%ciâ€¯=â€¯1.08-8.43), daily patient load (<20 vs. 20-24:aorâ€¯=â€¯9.05;95%ciâ€¯=â€¯2.72-30.10), and vaccine administration to male patients(aorâ€¯=â€¯2.98;95%ciâ€¯=â€¯1.11-8.02). fewer than half of florida pediatric and familymedicine physicians engaged in any afix activities. future interventions toincrease afix engagement should focus on implementing and evaluating afixactivities in groups identified as having low engagement in afix activities."
"Massachusetts General Hospital",7,"purpose: parents with cancer have unique and often under-recognized psychologicaldistress about the impact of their illness on their children. relatively littleis known about how parenting concerns may differ among patients by cancer stage.methods: this is a secondary data analysis of 203 adults with cancer who hadchildren <â€‰18â years old from two geographically distinct areas. we used ananalysis of covariance to estimate the mean differences in pcq, depressionsymptom severity and anxiety symptom severity (hospital anxiety and depressionscale, hads) scores between participants with metastatic and non-metastaticdisease, and pearson's correlation coefficients to assess associations betweenhads and pcq scores by cancer stage.results: seventy-two percent of participants (nâ€‰=â€‰146) had metastatic solid tumorcancer. in adjusted analyses, mean pcq scores did not significantly differbetween parents with metastatic and non-metastatic disease (2.0 vs. 2.2,pâ€‰=â€‰0.06). differences in mean pcq scores were driven by a single questionconcerning the impact of death on children (2.3 vs. 2.9, pâ€‰=â€‰0.004). mean hadsscores did not significantly differ between groups, although pcq scores explaineda greater amount of variance in hads scores for the metastatic group as comparedto the non-metastatic group.conclusions: with the exception of concerns about death, intensity of parentingconcerns, as measured by the pcq, was similar between parents with metastatic andnon-metastatic cancer. however, parenting concerns may be more strongly linked tooverall psychological distress in patients with metastatic disease. furtherresearch is needed to clarify how parenting concerns uniquely relate to advancedstage illness."
"Massachusetts General Hospital",7,"background: trc105 is an igg1 endoglin monoclonal antibody that potentiates vegfinhibitors in preclinical models. we assessed safety, pharmacokinetics, andantitumor activity of trc105 in combination with axitinib in patients withmetastatic renal cell carcinoma (mrcc).subjects, materials, and methods: heavily pretreated mrcc patients were treatedwith trc105 weekly (8 mg/kg and then 10 mg/kg) in combination with axitinib(initially at 5 mg b.i.d. and then escalated per patient tolerance to a maximumof 10 mg b.i.d.) until disease progression or unacceptable toxicity using astandard 3 + 3 phase i design.results: eighteen patients (median number of prior therapies = 3) were treated.trc105 dose escalation proceeded to 10 mg/kg weekly without dose-limitingtoxicity. adverse event characteristics of each drug were not increased infrequency or severity when the two drugs were administered concurrently. trc105and axitinib demonstrated preliminary evidence of activity, including partialresponses (pr) by recist in 29% of patients, and median progression-free survival(11.3 months). none of the patients with pr had pr to prior first-line treatment.lower baseline levels of osteopontin and higher baseline levels of tgf-î² receptor3 correlated with overall response rate.conclusion: trc105 at 8 and 10 mg/kg weekly was well tolerated in combinationwith axitinib, with encouraging evidence of activity in patients with mrcc. amulticenter, randomized phase ii trial of trc105 and axitinib has recentlycompleted enrollment (nct01806064).implications for practice: trc105 is a monoclonal antibody to endoglin (cd105), areceptor densely expressed on proliferating endothelial cells and also on renalcancer stem cells that is implicated as a mediator of resistance to inhibitors ofthe vegf pathway. in this phase i trial, trc105 combined safely with axitinib atthe recommended single agent doses of each drug in patients with renal cellcarcinoma. the combination demonstrated durable activity in a vegfinhibitor-refractory population and modulated several angiogenic biomarkers. arandomized phase ii trial testing trc105 in combination with axitinib in clearcell renal cell carcinoma has completed accrual."
"Massachusetts General Hospital",7,"context: management of bladder cancer (bc) is primarily driven by stage, grade,and biological potential. knowledge of each is derived using clinical,histopathological, and radiological investigations. this multimodal approachreduces the risk of error from one particular test, but may present a stagingdilemma when results conflict. multiparametric magnetic resonance imaging (mpmri)may improve patient care through imaging of the bladder with better resolution ofthe tissue planes than computed tomography and without radiation exposure.objective: to define a standardized approach to imaging and reporting mpmri forbc, by developing a vi-rads score.evidence acquisition: we created vi-rads (vesical imaging-reporting and datasystem) through consensus using existing literature.evidence synthesis: we describe standard imaging protocols and reporting criteria(including size, location, multiplicity, and morphology) for bladder mpmri. wepropose a five-point vi-rads score, derived using t2-weighted mri,diffusion-weighted imaging, and dynamic contrast enhancement, which suggests therisks of muscle invasion. we include sample images used to understand vi-rads.conclusions: we hope that vi-rads will standardize reporting, facilitatecomparisons between patients, and in future years, will be tested and refined ifnecessary. while we do not advocate mpmri for all patients with bc, this imagingmay compliment pathology or reduce radiation-based imaging. bladder mpmri may bemost useful in patients with non-muscle-invasive cancers, in expediting radicaltreatment or for determining response to bladder-sparing approaches.patient summary: magnetic resonance imaging (mri) scans for bladder cancer arebecoming more common and may provide accurate information that helps improvepatient care. here, we describe a standardized reporting criterion for bladdermri. this should improve communication between doctors and allow bettercomparisons between patients."
"Massachusetts General Hospital",7,"purpose the aim of the current study was to characterize the risk of intervalinvasive second breast cancers within 5 years of primary breast cancer treatment.methods we examined 65,084 surveillance mammograms from 18,366 women with aprimary breast cancer diagnosis of unilateral ductal carcinoma in situ or stage ito iii invasive breast carcinoma performed from 1996 to 2012 in the breast cancersurveillance consortium. interval invasive breast cancer was defined asipsilateral or contralateral cancer diagnosed within 1 year after a negativesurveillance mammogram. discrete-time survival models-adjusted for allcovariates-were used to estimate the probability of interval invasive cancer,given the risk factors for each surveillance round, and aggregated across roundsto estimate the 5-year cumulative probability of interval invasive cancer.results we observed 474 surveillance-detected cancers-334 invasive and 140 ductalcarcinoma in situ-and 186 interval invasive cancers which yielded a cancerdetection rate of 7.3 per 1,000 examinations (95% ci, 6.6 to 8.0) and an intervalinvasive cancer rate of 2.9 per 1,000 examinations (95% ci, 2.5 to 3.3). mediancumulative 5-year interval cancer risk was 1.4% (interquartile range, 0.8% to2.3%; 10th to 90th percentile range, 0.5% to 3.7%), and 15% of women had â‰¥ 3%5-year interval invasive cancer risk. cumulative 5-year interval cancer risk washighest for women with estrogen receptor- and progesterone receptor-negativeprimary breast cancer (2.6%; 95% ci, 1.7% to 3.5%), interval cancer presentationat primary diagnosis (2.2%; 95% ci, 1.5% to 2.9%), and breast conservationwithout radiation (1.8%; 95% ci, 1.1% to 2.4%). conclusion risk of intervalinvasive second breast cancer varies across women and is influenced bycharacteristics that can be measured at initial diagnosis, treatment, andimaging. risk prediction models that evaluate the risk of cancers not detected bysurveillance mammography should be developed to inform discussions of tailoredsurveillance."
"Massachusetts General Hospital",7,"comment inj womens health (larchmt). 2018 jun;27(6):733-734."
"Massachusetts General Hospital",7,"comment inj womens health (larchmt). 2018 jun;27(6):733-734."
"Massachusetts General Hospital",7,"objective: the purpose of this study was to determine whether digital breasttomosynthesis (dbt) adoption was associated with a decrease in screeningmammography capacity across breast cancer screening consortium facilities, givenconcerns about increasing imaging and interpretation times associated with dbt.subjects and methods: facility characteristics and examination volume data werecollected prospectively from breast cancer screening consortium facilities thatadopted dbt between 2011 and 2014. interrupted time series analyses using poissonregression models in which facility was considered a random effect were used toevaluate differences between monthly screening volumes during the 12-monthpreadoption period and the 12-month postadoption period (with the two periodsseparated by a 3-month lag) and to test for changes in month-to-monthfacility-level screening volume during the preadoption and postadoption periods.results: across five regional breast imaging registries, 15 of 83 facilities(18.1%) adopted dbt for screening between 2011 and 2014. most had no academicaffiliation (73.3% [11/15]), were nonprofit (80.0% [12/15]), and were generalradiology practices (66.7% [10/15]). facility-level monthly screening volumeswere slightly higher during the postadoption versus preadoption periods (relativerisk [rr], 1.09; 95% ci, 1.06-1.11). monthly screening volumes remainedrelatively stable within the preadoption period (rr, 1.00 per month; 95% ci1.00-1.01 per month) and the postadoption period (rr, 1.00; 95% ci, 1.00-1.01 permonth).conclusion: in a cohort of facilities with varied characteristics, monthlyscreening examination volumes did not decrease after dbt adoption."
"Massachusetts General Hospital",7,"objective: to investigate the use of 5î±-reductase inhibitors (5aris) andî±-blockers among men with benign prostatic hyperplasia (bph) in relation toprostate cancer (pca) incidence, severity and mortality.patients and methods: a retrospective 20-year cohort study in men residing insaskatchewan, aged 40-89 years, with a bph-coded medical claim between 1995 and2014, was conducted. cox proportional hazards regression was used to compareincidence of pca diagnosis, metastatic pca, gleason score 8-10 pca, and pcamortality among 5ari users (n = 4 571), î±-blocker users (n = 7 764) and non-users(n = 11 677).results: in comparison with both non-users and î±-blocker users, 5ari users had a~40% lower risk of a pca diagnosis (11.0% and 11.4% vs 5.8%, respectively), andî±-blocker users had an 11% lower risk of a pca diagnosis compared with non-users.overall, the incidence of metastatic pca and pca mortality was not significantlydifferent among 5ari or î±-blocker users compared with non-users (adjusted hazardratios [hr] of metastatic pca: 1.12 and 1.13, respectively, and pca mortality:1.11 and 1.18, respectively, p > 0.05 for both drugs), but both 5ari anda-blocker users had ~30% higher risk of gleason score 8-10 cancer, adjusted hr1.37, 95% confidence interval [ci] 1.03-1.82, p = 0.03, and adjusted hr 1.28, 95%ci 1.03-1.59, p = 0.02, respectively compared with non-users.conclusion: the use of 5aris was associated with lower risk of pca diagnosis,regardless of comparison group. risk of high grade pca was higher among both 5ariusers and î±-blocker users compared with non-users; however, this did nottranslate into higher risk of pca mortality."
"National Institutes of Health",11,"the clinical sequencing evidence-generating research (cser) consortium, now inits second funding cycle, is investigating the effectiveness of integratinggenomic (exome or genome) sequencing into the clinical care of diverse andmedically underserved individuals in a variety of healthcare settings and diseasestates. the consortium comprises a coordinating center, six funded extramuralclinical projects, and an ongoing national human genome research institute(nhgri) intramural project. collectively, these projects aim to enroll andsequence over 6,100 participants in four years. at least 60% of participants willbe of non-european ancestry or from underserved settings, with the goal ofdiversifying the populations that are providing an evidence base for genomicmedicine. five of the six clinical projects are enrolling pediatric patients withvarious phenotypes. one of these five projects is also enrolling couples whosefetus has a structural anomaly, and the sixth project is enrolling adults at riskfor hereditary cancer. the ongoing nhgri intramural project has enrolledprimarily healthy adults. goals of the consortium include assessing the clinicalutility of genomic sequencing, exploring medical follow up and cascade testing ofrelatives, and evaluating patient-provider-laboratory level interactions thatinfluence the use of this technology. the findings from the cser consortium willoffer patients, healthcare systems, and policymakers a clearer understanding ofthe opportunities and challenges of providing genomic medicine in diversepopulations and settings, and contribute evidence toward developing bestpractices for the delivery of clinically useful and cost-effective genomicsequencing in diverse healthcare settings."
"National Institutes of Health",11,"epstein-barr virus (ebv)-positive gastric adenocarcinoma exhibits locally intenseinflammation but systemic manifestations are uncertain. our study examinedwhether circulating mediators of inflammation and immune response differ by tumorebv status. from a latvian series of 302 gastric cancer cases, we measured plasmalevels of 92 immune-related proteins in the 28 patients with ebv-positive tumorsand 34 patients with ebv-negative tumors. eight markers were statisticallysignificantly higher with tumor ebv positivity: chemokine c-c motif ligand (ccl)20 (odds ratio (or) = 3.6; p-trend = 0.001), chemokine c-x-c motif ligand 9 (or =3.6; p-trend = 0.003), programmed death-ligand 1 (pd-l1; or = 3.4; p-trend =0.004), interleukin (il)-10 (or = 2.4; p-trend = 0.019), ccl19 (or = 2.3; p-trend= 0.019), ccl11 (or = 2.2; p-trend = 0.026), il-17a (or = 2.0; p-trend = 0.038)and ccl8 (or = 1.9; p-trend = 0.049). systemic responses to ebv-positive gastriccancer are characterized by alterations in chemokines and pd-l1. profiling ofthese molecules may enable non-invasive diagnosis of ebv status when tumor tissueis unavailable. our findings provide theoretical justification for clinicalevaluations of immune checkpoint therapy for ebv-positive gastric cancer."
"National Institutes of Health",11,"epstein-barr virus (ebv)-positive gastric adenocarcinoma exhibits locally intenseinflammation but systemic manifestations are uncertain. our study examinedwhether circulating mediators of inflammation and immune response differ by tumorebv status. from a latvian series of 302 gastric cancer cases, we measured plasmalevels of 92 immune-related proteins in the 28 patients with ebv-positive tumorsand 34 patients with ebv-negative tumors. eight markers were statisticallysignificantly higher with tumor ebv positivity: chemokine c-c motif ligand (ccl)20 (odds ratio (or) = 3.6; p-trend = 0.001), chemokine c-x-c motif ligand 9 (or =3.6; p-trend = 0.003), programmed death-ligand 1 (pd-l1; or = 3.4; p-trend =0.004), interleukin (il)-10 (or = 2.4; p-trend = 0.019), ccl19 (or = 2.3; p-trend= 0.019), ccl11 (or = 2.2; p-trend = 0.026), il-17a (or = 2.0; p-trend = 0.038)and ccl8 (or = 1.9; p-trend = 0.049). systemic responses to ebv-positive gastriccancer are characterized by alterations in chemokines and pd-l1. profiling ofthese molecules may enable non-invasive diagnosis of ebv status when tumor tissueis unavailable. our findings provide theoretical justification for clinicalevaluations of immune checkpoint therapy for ebv-positive gastric cancer."
"National Institutes of Health",11,"background: black women with endometrial cancer are more likely to die from theirdisease compared to white women with endometrial cancer. these survivaldisparities persist even when disproportionately worse tumor characteristicsamong black women are accounted. receipt of less complete adjuvant treatmentamong black endometrial cancer patients could contribute to this disparity.objective: we assessed the hypothesis that black women with endometrial cancerare less likely than their white counterparts to receive adjuvant treatmentwithin subgroups defined by tumor characteristics in the nrg oncology/gynecologyoncology group 210 study.study design: our analysis included 615 black and 4,283 white women withendometrial cancer who underwent hysterectomy. women completed a questionnairethat assessed race and endometrial cancer risk factors. tumor characteristicswere available from pathology reports and central review. we categorized women aslow-, intermediate-, or high-risk based on the european society for medicaloncology definition. adjuvant treatment was documented during postoperativevisits and was categorized as no adjuvant treatment (54.3%), radiotherapy only(16.5%), chemotherapy only (15.2%), and radiotherapy plus chemotherapy (14.0%).we used polytomous logistic regression to estimate odds ratios and 95% confidenceintervals for multivariable-adjusted associations between race and adjuvanttreatment in the overall study population and stratified by tumor subtype, stage,or european society for medical oncology risk category.results: overall, black women were more likely to have received chemotherapy-only(odds ratio=1.40, 95% confidence interval=1.04-1.86) or radiotherapy pluschemotherapy (odds ratio=2.01, 95% confidence interval=1.54-2.62) compared towhite women in multivariable-adjusted models. no racial difference in receipt ofradiotherapy-only was observed. in tumor subtype-stratified models, black womenhad higher odds of receiving radiotherapy plus chemotherapy than white women whendiagnosed with low-grade endometrioid (odds ratio=2.04, 95% confidenceinterval=1.06-3.93) or serous tumors (odds ratio=1.81, 95% confidenceinterval=1.07-3.08). race was not associated with adjuvant treatment among womendiagnosed with other tumor subtypes. in stage-stratified models we observed noracial differences in receipt of adjuvant treatment. in models stratified byeuropean society for medical oncology risk group, black women with high-riskcancer were more likely to receive radiotherapy plus chemotherapy compared towhite women (odds ratio=1.41, 95% confidence interval=1.03-1.94).conclusion: contrary to our hypothesis we observed higher odds of specificadjuvant treatment regimens among black as compared to white women withinspecific subgroups of endometrial cancer characteristics."
